"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000776","kinetochore","77/6019","171/19650",4.84980655885829e-05,0.00139898266120912,0.00122717777299046,"GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/H3-3A/PSEN2/CENPL/CENPF/HJURP/SPC25/BUB1/XPO1/CENPO/GPATCH11/SGO2/SGO1/CHMP2B/CENPC/MAD2L1/CENPU/CENPE/PLK2/APC/CENPQ/TTK/NUP43/ACTB/ACTL6B/MAD1L1/CENPI/PHF6/ERCC6L/DCTN6/MTBP/HSF1/PINX1/PHF2/KIF18A/ZW10/NUP98/CKAP5/ZWINT/BUB3/DYNLL1/KNTC1/CBX5/DCTN2/SUGT1/SKA3/REC8/PSEN1/BUB1B/KNL1/CFDP1/PLK1/CENPT/ZNF276/SMARCE1/NDEL1/SPAG5/SKA2/BIRC5/CHMP6/CENPX/SKA1/NDC80/CHMP1B/DSN1/CHMP4B/AURKA/SPC24/SMARCB1",77
"GO:0097060","synaptic membrane","157/6019","394/19650",5.42925882682473e-05,0.00149537096655963,0.00131172891803477,"RIMS3/KCNJ9/KCNA2/KCNC4/PSEN2/NTNG1/CNTN2/GABRD/SRGAP2/OPRD1/ADORA3/SYDE2/KCNA3/KCNH1/ACTN2/KCNJ3/CHRND/CHRNG/CHRNA1/OTOF/SEMA4C/SCN2A/SEMA4F/NRP2/P2RY1/CLSTN2/FBXO45/STX19/SCN10A/LHFPL4/CTNNB1/SLC6A1/ATP2B2/GABRB1/GLRA3/NSG1/GPM6A/CHRNA9/CDH10/CDH9/GABRA1/PRR7/EXOC3/GABRG2/GABRB2/PDLIM4/TENM2/CLTB/IL31RA/SLC6A7/GABRP/CNR1/GRIK2/RIMS1/STX11/PRRT1/LRFN2/GABBR1/GRM1/TMUB1/CNTNAP2/STX1A/CHRM2/GRM3/NRCAM/DGKI/GRIA3/GABRE/KCND1/P2RY4/ZC4H2/DMD/ATP2B3/DLG3/GLRA2/GABRA3/CHRNB3/CHRNA6/RIMS2/ARC/NINJ1/MUSK/STXBP1/DNM1/LRRC4C/LIN7C/STX3/HSPA8/CRYAB/SLC6A5/FOSL1/KCNC1/CHRNA10/HTR3A/GRM5/HTR3B/NECTIN1/NRXN2/SLC1A2/GRIA4/PDE2A/GAD2/GRID1/SORCS3/LRRTM3/PI4K2A/PTPRO/ITGA5/SLC4A8/RPH3A/KCNC2/DDN/HIP1R/TAMALIN/RNF10/KCNA1/EFNB2/SLITRK1/GPHN/NRXN3/PSEN1/NPTN/CHRNA3/CHRNB4/CHRM5/SEMA4B/CACNG3/SHISA9/CACNG5/CACNG4/EFNB3/NLGN2/KCNJ2/CHRNE/DLG4/BAIAP2/GPR179/DCC/SYNDIG1/RIMS4/CHRNA4/SNAP25/LRFN1/LRRC4B/ACP4/CACNG8/SLC1A6/NDUFS7/ADGRL1/UNC13A/PTPRS/DNM2/CACNG2/PICK1/CRKL/SHANK3/GRIK1",157
"GO:0000940","outer kinetochore","15/6019","20/19650",5.58271827515596e-05,0.00149537096655963,0.00131172891803477,"NUF2/NSL1/CENPF/SPC25/BUB1/ZWINT/SKA3/BUB1B/KNL1/PLK1/SKA2/SKA1/NDC80/DSN1/SPC24",15
"GO:0031093","platelet alpha granule lumen","36/6019","67/19650",6.83883255014139e-05,0.00176866359055381,0.00155145928995948,"SCCPDH/ACTN2/FN1/AHSG/HRG/KNG1/VEGFC/PF4/EGF/ALB/PCYOX1L/F13A1/PLG/VEGFA/SERPINE1/HGF/TIMP1/VEGFD/SERPING1/VEGFB/IGF2/NHLRC2/SRGN/A2M/VWF/IGF1/SERPINA3/SERPINA1/ACTN1/THBS1/ALDOA/SERPINF2/TGFB1/CFD/ACTN4/APP",36
"GO:0015935","small ribosomal subunit","39/6019","75/19650",9.01312922412676e-05,0.00225328230603169,0.00197656342634359,"RPS8/RPS27/RPS7/RPS27A/RPSA/RPS3A/NPM1/RPS14/RPS23/RACK1/RPS12/RPS18/MRPS24/RPS4X/RPS20/RPS6/MRPS2/RPS3/RPS25/RPS13/FAU/CHCHD1/MRPS16/MRPL42/RPS26/RPS29/RPS17/MRPS34/RPS2/MRPS23/MRPS7/RPS16/RPS15/RPS28/RPS11/RPS9/RPS19/RPS5/MRPS6",39
"GO:0000779","condensed chromosome, centromeric region","80/6019","182/19650",9.62021407678547e-05,0.00232747114760939,0.00204164135755209,"GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/H3-3A/PSEN2/CENPL/CENPF/HJURP/SPC25/BUB1/XPO1/CENPO/GPATCH11/SGO2/CENPA/SGO1/CHMP2B/CENPC/MAD2L1/NCAPG/CENPU/CENPE/PLK2/APC/CENPQ/TTK/NUP43/ACTB/ACTL6B/MAD1L1/CENPI/PHF6/ERCC6L/DCTN6/MTBP/HSF1/PINX1/PHF2/KIF18A/ZW10/NUP98/CKAP5/ZWINT/BUB3/DYNLL1/KNTC1/CBX5/DCTN2/SUGT1/SKA3/REC8/PSEN1/BUB1B/KNL1/CFDP1/PLK1/CENPT/ZNF276/SMARCE1/NDEL1/SPAG5/SKA2/BIRC5/CHMP6/CENPX/SKA1/NDC80/CHMP1B/DSN1/CHMP4B/AURKA/CEBPB/SPC24/SMARCB1",80
"GO:0005912","adherens junction","82/6019","188/19650",0.000109232968475034,0.00256014769863361,0.00224574359529264,"AJAP1/PLPP3/CNN3/CRB1/PKP1/NEXN/MPP4/ITGA6/FRMD4B/MAGI1/CTNNB1/OXTR/SHROOM3/PDLIM3/CDH10/CDH9/CDH18/CTNNA1/PDLIM4/PDLIM7/APC/FAT2/DLL1/PTPRK/VEGFA/BAIAP2L1/ACTB/ZYX/TMEM47/SHROOM4/MSN/DLG3/LYN/CDH17/SDCBP/NDRG1/ANXA1/NOTCH1/LIN7C/TRIM29/CCDC85B/TNKS1BP1/NECTIN1/PLEKHA7/ESAM/VCL/PDLIM1/DLG5/SORBS1/CDCA3/RND1/KRT18/PKP2/EFNB2/CCDC85C/PALS1/STXBP6/FERMT2/ANXA2/SYNM/CDH3/CDH13/KIFC3/CDH5/ALOX15B/LLGL2/DLG4/BAIAP2/JUP/CYTH1/CDH7/CDH2/PTPRM/DSC2/JAG1/CDH22/CEACAM1/CAMSAP3/NECTIN2/PVR/MYH9/CDC42EP1",82
"GO:0099572","postsynaptic specialization","138/6019","346/19650",0.000141355898089599,0.00321263404749089,0.00281810004165868,"ATP1A1/RPS27/SH2D5/SRGAP2/OPRD1/PDE4B/DVL1/KCNH1/ACTN2/NCK2/CRIPT/CHRND/CHRNA1/SEMA4C/PCBP1/DTNB/SEMA4F/SPTBN1/RTN4/SLC8A1/SYN2/IGSF11/P2RY1/CLSTN2/FBXO45/CHMP2B/KALRN/LHFPL4/RPL14/CTNNB1/ATP2B2/GABRB1/SEPTIN11/HNRNPD/CDH10/HOMER1/MAP1B/SYNPO/PRR7/GABRB2/RPS14/INSYN2B/RPS18/SYNGAP1/GRIK2/PRRT1/FYN/GRM1/PRKN/GRM3/NRCAM/DGKI/ZDHHC15/HNRNPH2/DRP2/GRIA3/DLG3/PAK3/LYN/FABP5/RPL30/RPL7/DLGAP2/EIF3E/RPL8/DMTN/LZTS1/ADGRB1/ARC/RPL12/NTRK2/LRRC4C/LIN7C/HSPA8/RPS3/CHRNA10/RPS25/GRM5/RPS13/GRIA4/GRID1/INSYN2A/SRGN/SORCS3/LRRTM3/DLG5/ABI1/EIF3A/PTPRO/HIP1R/TAMALIN/PHB2/RNF10/PCBP2/RPL6/NOS1/RPLP0/EFNB2/SLITRK1/DCLK1/GPHN/SIPA1L1/AKAP5/NPTN/CHRNA3/SEMA4B/CACNG3/SHISA9/CACNG5/CACNG4/EFNB3/NLGN2/MINK1/DLG4/BAIAP2/RPL38/ARHGAP44/NGFR/CDH2/DCC/SYNDIG1/PRNP/AURKA/DLGAP4/LZTS3/LRFN1/LRRC4B/DNAJB1/CACNG8/RPS19/PTPRS/DNM2/CACNG2/PICK1/BCR/MAPK8IP2/SHANK3/GRIK1",138
"GO:0031091","platelet alpha granule","45/6019","92/19650",0.000178399208571622,0.00389789183698409,0.00341920336577551,"SCCPDH/SELP/ACTN2/FN1/SERPINE2/AHSG/HRG/KNG1/VEGFC/PF4/EGF/ALB/LHFPL2/PCYOX1L/F13A1/TREML1/PLG/VEGFA/SERPINE1/HGF/CD36/TIMP1/VEGFD/STXBP1/SERPING1/VEGFB/APLP2/IGF2/NHLRC2/SRGN/A2M/VWF/IGF1/SERPINA5/SERPINA3/SERPINA1/ACTN1/THBS1/ALDOA/SERPINF2/PECAM1/TGFB1/CFD/ACTN4/APP",45
"GO:0098984","neuron to neuron synapse","143/6019","362/19650",0.000181901619059257,0.00389789183698409,0.00341920336577551,"ATP1A1/RPS27/SH2D5/SRGAP2/OPRD1/PDE4B/DVL1/KCNH1/ACTN2/NCK2/RAPGEF4/C1QL2/PPP3R1/CRIPT/SEMA4C/PCBP1/SLC30A3/DTNB/SEMA4F/SPTBN1/RTN4/SLC8A1/SYN2/IGSF11/P2RY1/CLSTN2/FBXO45/CHMP2B/KALRN/RPL14/CTNNB1/ATP2B2/SEPTIN11/HNRNPD/HOMER1/MAP1B/SYNPO/PRR7/RPS14/INSYN2B/RPS18/SYNGAP1/GRIK2/PRRT1/FYN/GRM1/PRKN/CHRM2/GRM3/NRCAM/DGKI/ZDHHC15/HNRNPH2/DRP2/GRIA3/RS1/DLG3/PAK3/CALB1/FABP5/RPL30/RPL7/PENK/DLGAP2/EIF3E/RPL8/DMTN/LZTS1/ADGRB1/ARC/RPL12/NTRK2/LRRC4C/LIN7C/RPS3/RPS25/GRM5/RPS13/P2RX3/NECTIN1/GRIA4/GRID1/INSYN2A/SORCS3/LRRTM3/DLG5/ABI1/EIF3A/PTPRO/SLC4A8/PLXNC1/HIP1R/TAMALIN/CHD4/PHB2/RNF10/PCBP2/RPL6/NOS1/RPLP0/EFNB2/SLITRK1/DCLK1/GPHN/SIPA1L1/AKAP5/NPTN/CHRNA3/SEMA4B/CACNG3/SHISA9/CACNG5/CACNG4/ATP1B2/EFNB3/NLGN2/MINK1/DLG4/BAIAP2/RPL38/ARHGAP44/NGFR/CDH2/DCC/SYNDIG1/PRNP/AURKA/LZTS3/LRFN1/LRRC4B/DNAJB1/CACNG8/RPS19/ATP1A3/PTPRS/DNM2/YWHAH/CACNG2/PICK1/BCR/MAPK8IP2/SHANK3/GRIK1",143
"GO:0098687","chromosomal region","155/6019","399/19650",0.00025494121370267,0.0053112752854723,0.00465901340830904,"GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/H3-3A/PSEN2/CENPL/H4C14/CENPF/CDCA8/SMC6/HJURP/SPC25/BUB1/XPO1/CENPO/NABP1/GPATCH11/SPDYA/SGO2/CENPA/MSH2/SGO1/ATR/CHMP2B/WDR82/MCM2/CENPC/MAD2L1/ZNF330/NCAPG/CENPU/GAR1/CENPE/RAD50/PLK2/PPP2CA/SLF1/APC/CENPQ/TTK/H4C1/H2AC4/H2BC3/H4C4/PPP1R10/H4C13/H4C6/H4C3/NUP43/H4C8/H4C11/H4C12/H4C2/H4C5/H2BC11/H4C9/H2AC8/DAXX/ACTB/ACTL6B/MAD1L1/IKZF1/CENPI/PHF6/SUV39H1/ERCC6L/DCTN6/MTBP/HSF1/PPP2CB/NBN/PRKDC/ESCO2/PINX1/KDM4C/PHF2/KIF18A/MTA2/H2AX/ATM/CDCA5/ZW10/NUP98/CKAP5/ZWINT/BUB3/SLF2/HELLS/CDK1/DNA2/SYCP3/DYNLL1/KNTC1/PTGES3/CBX5/CHD4/EID3/DCTN2/CDK2/ATF7/H4C16/RAD51AP1/SUGT1/SKA3/BRCA2/APEX1/XRCC3/TOX4/REC8/BAZ1A/PSEN1/RAD51/PML/BUB1B/BLM/KNL1/CFDP1/THOC6/TERF2IP/PLK1/ERCC4/CENPT/ZNF276/NSMCE1/SLX4/TERB1/SMARCE1/TOP2A/NDEL1/SPAG5/SKA2/SMG6/BIRC5/CHMP6/CENPX/SKA1/NDC80/CHMP1B/SNAI1/DSN1/CHMP4B/AURKA/CEBPB/KASH5/SPC24/ERCC1/XRCC6/SUN2/SMARCB1",155
"GO:0032279","asymmetric synapse","131/6019","331/19650",0.000301660605321928,0.00611474199976881,0.00536380877172703,"ATP1A1/RPS27/SH2D5/SRGAP2/OPRD1/PDE4B/DVL1/KCNH1/ACTN2/NCK2/C1QL2/CRIPT/SEMA4C/PCBP1/DTNB/SEMA4F/SPTBN1/RTN4/SLC8A1/SYN2/IGSF11/P2RY1/CLSTN2/FBXO45/CHMP2B/KALRN/RPL14/CTNNB1/ATP2B2/HNRNPD/HOMER1/MAP1B/SYNPO/PRR7/RPS14/INSYN2B/RPS18/SYNGAP1/GRIK2/PRRT1/FYN/GRM1/PRKN/CHRM2/GRM3/NRCAM/DGKI/ZDHHC15/HNRNPH2/DRP2/GRIA3/DLG3/PAK3/FABP5/RPL30/RPL7/DLGAP2/EIF3E/RPL8/DMTN/LZTS1/ADGRB1/ARC/RPL12/NTRK2/LRRC4C/LIN7C/RPS3/RPS25/GRM5/RPS13/GRIA4/GRID1/INSYN2A/SORCS3/LRRTM3/DLG5/ABI1/EIF3A/PTPRO/SLC4A8/PLXNC1/HIP1R/TAMALIN/CHD4/PHB2/RNF10/PCBP2/RPL6/NOS1/RPLP0/EFNB2/SLITRK1/DCLK1/GPHN/SIPA1L1/AKAP5/NPTN/CHRNA3/SEMA4B/CACNG3/SHISA9/CACNG5/CACNG4/EFNB3/MINK1/DLG4/BAIAP2/RPL38/ARHGAP44/NGFR/CDH2/DCC/SYNDIG1/PRNP/AURKA/LZTS3/LRFN1/LRRC4B/DNAJB1/CACNG8/RPS19/PTPRS/DNM2/YWHAH/CACNG2/PICK1/BCR/MAPK8IP2/SHANK3/GRIK1",131
"GO:0014069","postsynaptic density","125/6019","315/19650",0.000360466938346217,0.00711447904630691,0.00624077109325168,"ATP1A1/RPS27/SH2D5/SRGAP2/OPRD1/PDE4B/DVL1/KCNH1/ACTN2/NCK2/CRIPT/SEMA4C/PCBP1/DTNB/SEMA4F/SPTBN1/RTN4/SLC8A1/SYN2/IGSF11/P2RY1/CLSTN2/FBXO45/CHMP2B/KALRN/RPL14/CTNNB1/ATP2B2/HNRNPD/HOMER1/MAP1B/SYNPO/PRR7/RPS14/INSYN2B/RPS18/SYNGAP1/GRIK2/PRRT1/FYN/GRM1/PRKN/GRM3/NRCAM/DGKI/ZDHHC15/HNRNPH2/DRP2/GRIA3/DLG3/PAK3/FABP5/RPL30/RPL7/DLGAP2/EIF3E/RPL8/DMTN/LZTS1/ADGRB1/ARC/RPL12/NTRK2/LRRC4C/LIN7C/RPS3/RPS25/GRM5/RPS13/GRIA4/GRID1/INSYN2A/SORCS3/LRRTM3/DLG5/ABI1/EIF3A/PTPRO/HIP1R/TAMALIN/PHB2/RNF10/PCBP2/RPL6/NOS1/RPLP0/EFNB2/SLITRK1/DCLK1/GPHN/SIPA1L1/AKAP5/NPTN/CHRNA3/SEMA4B/CACNG3/SHISA9/CACNG5/CACNG4/EFNB3/MINK1/DLG4/BAIAP2/RPL38/ARHGAP44/NGFR/CDH2/DCC/SYNDIG1/PRNP/AURKA/LZTS3/LRFN1/LRRC4B/DNAJB1/CACNG8/RPS19/PTPRS/DNM2/CACNG2/PICK1/BCR/MAPK8IP2/SHANK3/GRIK1",125
"GO:0031252","cell leading edge","162/6019","424/19650",0.000466807679892441,0.00897707076716232,0.00787462347996695,"PHACTR4/SLC9A1/EPHA2/ANGPTL3/LMO4/CTTNBP2NL/PIP5K1A/SCYL3/USH2A/KCNA2/KCNC4/PLEKHG5/SH3BGRL3/PDPN/ACTA1/SRGAP2/S100A6/OPRD1/ARHGEF2/PLEKHO1/WASF2/EPS8L3/KLHL41/ACTG2/VIL1/CXCR4/SPTBN1/ADAM17/PLEK/FGD5/RAB5A/FRMD4B/FAM107A/CLRN1/MTMR14/MYLK/CTNNB1/ARF4/ATP2B2/PHLDB2/LDB2/TACR3/SH3RF1/KLHL2/PALLD/MYO10/CTNNA1/GABRA1/ARAP3/GABRG2/SPRY4/PDLIM4/DIAPH1/PDLIM7/MCC/APC/ABLIM3/WWC1/WASF1/AIF1/EEF1A1/PTPRK/DUSP22/FGD2/PACSIN1/DST/GABBR1/NEDD9/AMPH/SGCE/MYO1G/CNTNAP2/ACTB/FSCN1/WASL/SH2B2/EGFR/COBL/BMX/GABRE/GDPD2/DDX3X/GABRA3/DLC1/SNTG1/PABPC1/FGD3/INPP5E/AIF1L/KANK1/GSN/ABL1/STX3/KIF18A/RPS3/CDC42BPG/SWAP70/KCNC1/PARVA/ILK/ARFIP2/EPS8L2/DGKZ/RNH1/APBB1/SLC1A2/VIM/IFIT5/ABI1/ABLIM1/ACTA2/PTPRO/ITGA5/RAPGEF3/TESC/SSH1/KCNC2/DDN/CORO1C/HIP1R/ARPC3/PXN/LIMA1/WASF3/SPRY2/ARHGEF7/ACTN1/ARF6/AKAP5/EVL/FERMT2/MYO5A/PSTPIP1/TPM1/BCAR1/PIEZO1/TUBB3/CORO1A/SHISA9/IGF2BP1/NDEL1/NME1/P4HB/BAIAP2/ARHGAP44/SCIMP/NHERF1/KSR1/CDH2/PTPRM/LAMP5/SLC12A5/SNAP25/CD177/MYADM/PACSIN2/MYH9/ATF4/RAC2/INPP5J/S100B/PDE9A",162
