"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045177","apical part of cell","210/7054","468/19650",3.26822024717437e-05,0.00107282882026811,0.000925871090618277,"SLC2A5/SLC9A1/VCAM1/SLC26A9/REN/USH2A/ATP1A1/CD34/KNCN/PSEN2/CRB1/ASPM/PDPN/SLC2A7/CLCA4/AQP10/CA14/IL6R/PDZK1/AHCYL1/SLC3A1/FABP1/SLC4A10/MYO1B/ABCB11/ECRG4/SLC9A4/FN1/ABCG8/CYBRD1/ACVR1/LCT/KCNE4/RAB17/ATP6V1B1/PROM2/PLB1/ADAM17/PARD3B/MREG/SLC22A13/UPK1B/SI/ATP1B3/SLC2A2/P2RY1/PTH1R/LRRC15/CASR/OXTR/SLC6A20/ATP2B2/ATP6V1A/SHROOM3/SLC9B2/SLC7A11/ABCG2/FAT1/ENPEP/RAPGEF2/ANK2/PRKG2/PLPP1/HOMER1/TMEM174/SLC34A1/PDGFRB/SLC4A9/ADRB2/SHROOM1/SLC22A4/OCLN/SLC22A5/CDHR2/SLC6A19/SLC6A18/SLC36A1/OSMR/PKHD1/CNKSR3/DLL1/SLC17A4/SLC17A3/SLC44A4/ADGRF5/SLC17A2/SLC22A7/MYO6/EZR/FRMD1/GJA1/SLC22A2/SLC22A3/MFSD4B/CD36/SLC13A1/ATP6V0A4/ABCB1/TRPV5/AQP1/CLDN4/MUC17/SNX10/SLC26A3/CLCN5/SLC6A8/SHROOM4/P2RY4/STC1/CA2/ANXA13/MAL2/ADCY8/PLAT/SLC39A14/GPIHBP1/ANXA1/SAPCD2/SLC34A3/TEK/SLC5A12/STX3/SLC22A12/SLC22A18/SLC29A2/FOLR1/P2RY6/DCHS1/NHERF4/SLC22A8/USH1C/OTOG/ANO1/MYO7A/SHANK2/MFRP/UPK2/IL10RA/SLC3A2/CBLIF/CUBN/ABCC2/PTPRO/KCNC2/MYO1A/HIP1R/SCNN1A/SLCO1A2/KCNA1/PFKM/AQP6/SLC7A1/SLC15A1/GJB6/SLC10A2/ATP12A/ATP4B/KL/ABCC4/FRMD6/SLC24A4/SLC7A8/HSP90AA1/NUMB/PSEN1/CA12/HOMER2/SLC28A1/TJP1/CIB1/SLC7A5/OTOA/SLC5A2/SLC12A3/ABCC11/NHERF2/SLC5A11/DPEP1/TMEM114/ATP1B2/SRR/SLC47A2/ACTG1/DVL2/TMEM235/SLC13A2/CD300LG/NHERF1/CA4/SLC5A10/SLC14A2/RAB27B/SLC39A6/CDH2/ATP8B1/MYL12B/MYO5B/JAG1/KCNB1/SLC9A8/GNAS/OCEL1/CRB3/FXYD1/CEACAM1/CEACAM7/ATP4A/CEACAM20/LDLR/KCNE1",210
"GO:0062023","collagen-containing extracellular matrix","194/7054","429/19650",3.69426012858423e-05,0.00116215266545046,0.00100295921912002,"SDC3/ANGPTL3/COL24A1/F3/FLG/DPT/NID1/USH2A/ADAMTS4/CCN1/MMP23B/TINAGL1/CTSS/LEFTY2/ANGPTL1/HRNR/ZP4/C1QA/C1QC/C1QB/S100A8/PRELP/FMOD/COL11A1/PODN/TNR/SPP2/FN1/MARCO/COL4A3/SERPINE2/VIT/IMPG2/COL8A1/ADAMTS9/ADIPOQ/LRRC15/LAMB2/AHSG/HRG/SEMA3B/COL7A1/KNG1/MST1/COL6A6/OTOL1/COL6A5/ITIH1/CLEC3B/TGM4/CCDC80/ABI3BP/ANXA5/SPARCL1/COL25A1/PF4/SOD3/MMRN1/ADAMTS3/SFRP2/FGF10/EGFLAM/ADAM19/WNT8A/THBS4/COL19A1/TINAG/COL10A1/EYS/SERPINB1/SERPINB9/F13A1/COL12A1/CCN2/LAMA2/SMOC2/COL11A2/DST/PLG/TNXB/VWC2/SERPINE1/PLOD3/GPC2/PCOLCE/MUC17/AZGP1/AMELX/SRPX/TIMP1/F9/GPC3/MATN2/ANGPT2/COL14A1/CTHRC1/CLU/ADAMDEC1/IL7/COL22A1/ANXA1/OGN/ENTPD2/FIBCD1/FREM1/IGFBPL1/ECM2/FCN1/COL15A1/MMP8/SERPINH1/MUC2/EFEMP2/CTSC/CTSF/SERPING1/APOC3/ADAMTS15/LTBP3/HPX/NAV2/ADAMTS8/F2/ITIH2/ITIH5/GDF10/ANXA11/ANXA8/VWA2/COL17A1/COL13A1/CXCL12/KRT1/NTN4/PZP/DCN/VWF/ADAMTS20/INHBE/FREM2/GPC6/CLEC14A/SERPINA5/SERPINA3/TGFB3/SERPINA1/COCH/HSP90AA1/SMOC1/FBLN5/LMAN1L/ACAN/GREM1/THSD4/MFGE8/SEMA7A/THBS1/SPN/TGFB1I1/TPSB2/TPSAB1/ZG16/MFAP4/COL1A1/MMP28/LGALS3BP/APOH/TIMP2/ITGB4/CDH2/LAMA3/SERPINB12/SERPINB8/LAMA5/COL20A1/MATN4/TGM2/SSC5D/ICAM1/ANGPTL4/LTBP4/TGFB1/RTBDN/GDF15/ELANE/CLC/BCAM/ADAMTS10/HNRNPM/FBLN1/TIMP3/ADAMTS1/COL6A1/COL6A2",194
"GO:0000779","condensed chromosome, centromeric region","91/7054","182/19650",6.32479328910177e-05,0.00191008757330874,0.00164844086145431,"GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/MEAF6/H3-3A/PSEN2/CDC20/CENPL/CENPF/HJURP/SPC25/BUB1/XPO1/CENPO/GPATCH11/SGO2/CENPA/SGO1/CHMP2B/MAD2L1/NCAPG/CENPU/CENPE/CENPK/PLK2/SPDL1/CCNB1/APC/CENPQ/TTK/PHF10/CENPW/ACTB/ACTL6B/MAD1L1/ATRX/CENPI/PHF6/ERCC6L/DCTN6/MTBP/HSF1/PINX1/PHF2/KIF18A/NCAPD3/NUP98/CKAP5/INCENP/ZWINT/DYNLL1/KNTC1/CBX5/NCAPD2/DCTN2/CLIP1/SKA3/PSEN1/BUB1B/KNSTRN/KNL1/SIN3A/KAT8/PLK1/CENPN/AURKB/H3-3B/NDEL1/SPAG5/SKA2/BIRC5/ZNF207/MIS12/SKA1/NDC80/CHMP1B/DSN1/CHMP4B/AURKA/CEBPB/KMT5C/CHMP2A/SPC24/CENPM/SUMO3",91
"GO:0031526","brush border membrane","36/7054","60/19650",0.000120846646360158,0.00350920069238152,0.00302850502416753,"ITLN1/PDZK1/SLC3A1/CYBRD1/PLB1/DRD5/SLC7A11/MFSD10/MTTP/ABCG2/SLC34A1/SLC22A5/CDHR2/SLC6A19/SLC6A18/SLC17A4/SLC17A3/CD36/ATP6V0A4/AQP1/SLC26A3/SLC28A3/SLC34A3/B4GALT1/SLC22A12/FOLR1/SHANK2/CUBN/LIMA1/HSP90AA1/SLC28A2/SLC28A1/PRKCB/GNA13/NHERF1/CA4",36
"GO:0030018","Z disc","68/7054","132/19650",0.000165858595658699,0.00454071997560523,0.00391872522119155,"CASQ1/NOS1AP/PSEN2/CSRP1/PDE4B/ACTN2/ATP2B4/FHL3/CASQ2/FHL2/BMP10/NEB/XIRP2/TTN/SCN1A/SLC8A1/KY/CAV3/SCN5A/SYNPO2/PALLD/PDLIM3/ANK2/HOMER1/SYNPO/PDLIM4/SMN1/SMN1/FHL5/DST/HSPB1/FLNC/AKAP4/ITGB1BP2/FLNA/FBXO32/PGM5/FBP2/CSRP3/CRYAB/PARVA/BAG3/NRAP/MYOZ1/SYNPO2L/C10orf71/PPP3CB/MYPN/PDLIM1/KRT8/ASB2/CFL2/PSEN1/MYH6/MYH7/STUB1/TCAP/UNC45B/SLC4A1/JUP/MYL12B/FHOD3/FKBP1A/RTN2/ACTN4/HRC/MYO18B/KCNE1",68
"GO:0015934","large ribosomal subunit","61/7054","116/19650",0.000168397562009201,0.00454071997560523,0.00391872522119155,"RPL11/MRPL37/RPL5/MRPL9/RPL22/RPLP0P6/MRPL19/RPL31/MRPL35/RPL37A/MRPL44/RPL29/RPL39L/RPL32/RPL14/RPL24/RPL15/MRPL1/RPL9/RPL34/NPM1/RPL37/RPL10A/RPL36A/RPL10/RPL39/RPL30/MRPL13/RPL7/RPL12/MRPL50/RPL7A/RPLP2/RPL27A/RPL41/RPL6/RPLP0/RPL21/RPL36AL/RPLP1/RPL4/RPL13/RSL1D1/RPL26/RPL23A/RPL19/MRPL58/RPL38/MRPL45/RPL23/RPL17/RPL28/MRPL4/RPL18/RPL13A/UBA52/RPL36/RPL18A/RPL3/SNU13/MRPL23",61
"GO:0097060","synaptic membrane","176/7054","394/19650",0.000180955671562959,0.00471108731138048,0.00406575537921857,"RIMS3/KCNJ9/LRRC7/KCNA2/KCNC4/EPHB2/PSEN2/NTNG1/CNTN2/GABRD/SRGAP2/DNM3/OPRD1/ADORA3/KCNA3/CHRNB2/KCNH1/ACTN2/ATP2B4/CHRND/CHRNG/CHRNA1/OTOF/SEMA4C/LRRTM4/ERBB4/SLITRK3/P2RY1/FBXO45/SCN10A/LHFPL4/GABRR3/SLC6A1/ERC2/ATP2B2/SLC6A11/GABRB1/GABRA4/GLRA3/NSG1/GPM6A/GRID2/GLRB/ANK2/CHRNA9/CDH10/CDH9/KCTD16/GABRA1/PRR7/EXOC3/GABRA6/GABRG2/GABRB2/PDLIM4/TENM2/CLTB/IL31RA/SLC6A3/CNR1/GRIK2/RIMS1/STX11/PRRT1/LRFN2/LRFN2/GABBR1/GRM1/STX1A/CHRM2/GRM3/HTR5A/DGKI/CNKSR2/KCND1/P2RY4/ATP2B3/GLRA2/GABRA3/CHRNB3/ADCY8/CHRNA2/CHRNA6/RIMS2/OPRK1/ARC/NINJ1/GABBR2/MUSK/STXBP1/DNM1/SYT7/LIN7C/STX3/CRYAB/SLC6A5/GRIK4/FOSL1/CNIH2/DAGLA/KCNC1/RAPSN/CHRNA10/HTR3A/GRM5/CNTN5/HTR3B/SHANK2/NECTIN1/NRXN2/GRIA4/PDE2A/GAD2/GPR158/SORCS3/LRRTM3/ADRA2A/COL13A1/PI4K2A/PTPRO/ITGA5/RPH3A/KCNC2/HIP1R/TAMALIN/LIN7A/RNF10/KCNA1/ATP2B1/CNTN1/EFNB2/SLITRK1/KCTD12/GPHN/PSEN1/NPTN/ABHD17C/CHRNB4/CHRM5/SEMA4B/GABRB3/CDH8/GRIN2A/SLC6A2/CACNG3/SHISA9/P2RX1/CACNG5/EFNB3/NLGN2/CHRNE/DLG4/BAIAP2/GPR179/ITGA3/DCC/SYNDIG1/KCNB1/RIMS4/CHRNA4/SNAP25/LRRC4B/ACP4/ABHD17A/GRIN2D/CACNG7/CACNG8/SLC1A6/NDUFS7/UNC13A/DNM2/CACNG2/PICK1/CRKL/P2RX6/SHANK3",176
"GO:0000776","kinetochore","84/7054","171/19650",0.000252620697747226,0.00635762089330518,0.00548674427738711,"GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/MEAF6/H3-3A/PSEN2/CDC20/CENPL/CENPF/HJURP/SPC25/BUB1/XPO1/CENPO/GPATCH11/SGO2/SGO1/CHMP2B/MAD2L1/CENPU/CENPE/CENPK/PLK2/SPDL1/CCNB1/APC/CENPQ/TTK/PHF10/CENPW/ACTB/ACTL6B/MAD1L1/CENPI/PHF6/ERCC6L/DCTN6/MTBP/HSF1/PINX1/PHF2/KIF18A/NUP98/CKAP5/INCENP/ZWINT/DYNLL1/KNTC1/CBX5/DCTN2/CLIP1/SKA3/PSEN1/BUB1B/KNSTRN/KNL1/SIN3A/KAT8/PLK1/CENPN/AURKB/H3-3B/NDEL1/SPAG5/SKA2/BIRC5/ZNF207/MIS12/SKA1/NDC80/CHMP1B/DSN1/CHMP4B/AURKA/CHMP2A/SPC24/CENPM/SUMO3",84
"GO:0000922","spindle pole","86/7054","176/19650",0.000268745368793859,0.00648603495650078,0.00559756798616101,"CDC14A/NEK2/NSL1/AUNIP/PLK3/GPSM2/CDC20/ASPM/MAP10/CEP85/KLHL21/PSRC1/TMEM201/CENPF/SMC6/YPEL5/FAM110C/ALMS1/CUL3/CKAP2L/CALM2/BIRC6/PKP4/SGO1/DYNLT2B/POC1A/CEP19/RASSF1/MAD2L1/TACC3/NPM1/PLK2/IK/SPDL1/CCNB1/PPP2CA/MAPK14/NEDD9/MAD1L1/SBDS/EMD/CSAG1/UXT/HSF1/PPP2CB/RAD21/CNTRL/ODF2/NUMA1/RASSF10/CKAP5/KIF11/KIF20B/KNTC1/PLEKHG6/POC1B/DDX11/KATNAL1/TUBGCP3/LATS2/TPT1/CEP128/DLGAP5/RAB11A/MAPKBP1/KNSTRN/PRC1/TUBGCP5/PLK1/ENKD1/CDC6/AURKB/SPAG5/GIT1/MIS12/KATNAL2/HAUS1/FAM83D/MAPRE1/DSN1/TPX2/AURKA/MISP/KASH5/WDR62/TUBGCP6",86
"GO:0015629","actin cytoskeleton","217/7054","500/19650",0.000274904792858311,0.00648603495650078,0.00559756798616101,"ACTL8/CNN3/VCAM1/RCSD1/RHOU/NOS1AP/KNCN/ACTA1/HSPB7/CROCC/MACF1/IPP/TMOD4/SCNN1D/WASF2/CGN/ACTN2/ESPN/FHL3/TNNI1/LMOD1/EFR3B/ADD2/MYO1B/RHOQ/CDC42EP3/MYO3B/CTNNA2/MPP4/PLEKHH2/NEB/XIRP2/MLPH/ACTR1B/VIL1/CATIP/SPTBN1/ADAM17/MYRIP/RAB5A/KIF9/MYH15/IQCG/LPP/SHROOM3/SYNPO2/KLHL2/FHDC1/ARSJ/MYL5/SNCA/ADD1/PALLD/PDLIM3/CTNNA1/SYNPO/SHROOM1/FYB1/PDLIM4/APBB3/DIAPH1/ABLIM3/AFAP1L1/CENPQ/AIF1/EEF1A1/CNR1/MYO6/EZR/DUSP22/MICALL2/AMPH/MYO1G/MYH16/ACTB/WASL/TRIP6/ZYX/PTPN12/ARHGEF5/ARPC1B/AUTS2/COBL/RAC1/TNS3/ANLN/ARHGAP6/FLNA/OPHN1/SHROOM4/GDPD2/DLC1/DCTN6/CALB1/ADCY8/MTSS1/ABRA/BIN3/RGS22/DMTN/ARC/MSRA/PGM5/TMOD1/ANXA1/TEK/RIGI/CD274/WHRN/GSN/HNRNPK/ABL1/BARX2/CRYAB/LSP1/SWAP70/PARVA/CTTN/SMTNL1/MYO7A/JAM3/TNNT3/BAG3/MYOZ1/SYNPO2L/PDLIM1/ABLIM1/PKD2L1/PAWR/BIN2/RAPGEF3/GAS2L3/MYL2/MYO1A/KNTC1/DCTN2/ARPC3/RND1/PXN/LIMA1/MYL6B/RFLNA/SPRY2/DIAPH3/MYO16/LCP1/GJB6/INTS6/ATP12A/FLT1/INF2/SPTB/HNRNPC/CFL2/FERMT2/MYH6/MYH7/BMF/AKAP13/MYO5C/TJP1/TLNRD1/PSTPIP1/CGNL1/CORO2B/BCAR1/SEPTIN12/ALDOA/MYH11/PRKCB/MSRB1/CARMIL2/CORO1A/CRK/RARA/MPRIP/MYH13/MYH2/LIMD2/ACTG1/USH1G/GABARAP/BAIAP2/FLII/MYO18A/NHERF1/FLOT2/MYO15A/YES1/CDH2/ONECUT2/MYL12B/PSTPIP2/MYO5B/DSTN/HCK/BPIFB4/SNAP25/MISP/CNN2/MYO1F/FOXA3/CNN1/SH3GL1/SPPL2B/MYADM/ARHGAP33/PEAK3/ACTN4/TNNI3/TRIOBP/PARVG/MYO18B/H1-0/CLDN5/MYH9/SMTN",217
"GO:0051233","spindle midzone","24/7054","37/19650",0.000316052187945744,0.00708536604024898,0.00611480178307999,"FIRRM/KIF14/MAP10/CDCA8/RIF1/MAPRE3/PKP4/ARL8B/CENPE/GEM/KIF18A/CTTN/NUMA1/INCENP/KIF20B/RACGAP1/PRC1/PLK1/CDC6/AURKB/KIF18B/MAPRE2/MAPRE1/AURKA",24
"GO:0045211","postsynaptic membrane","127/7054","276/19650",0.000319076086580749,0.00708536604024898,0.00611480178307999,"LRRC7/KCNA2/KCNC4/EPHB2/CNTN2/GABRD/SRGAP2/DNM3/OPRD1/KCNA3/CHRNB2/KCNH1/ACTN2/CHRND/CHRNG/CHRNA1/SEMA4C/LRRTM4/ERBB4/SLITRK3/P2RY1/FBXO45/LHFPL4/GABRR3/SLC6A1/ATP2B2/SLC6A11/GABRB1/GABRA4/GLRA3/NSG1/GRID2/GLRB/ANK2/CHRNA9/CDH10/CDH9/KCTD16/GABRA1/PRR7/GABRA6/GABRG2/GABRB2/PDLIM4/TENM2/SLC6A3/GRIK2/PRRT1/LRFN2/LRFN2/GABBR1/GRM1/CHRM2/GRM3/HTR5A/CNKSR2/KCND1/GLRA2/GABRA3/CHRNB3/CHRNA2/CHRNA6/OPRK1/ARC/GABBR2/MUSK/LIN7C/GRIK4/CNIH2/DAGLA/KCNC1/RAPSN/CHRNA10/HTR3A/GRM5/HTR3B/SHANK2/GRIA4/GPR158/SORCS3/LRRTM3/ADRA2A/COL13A1/PTPRO/ITGA5/RPH3A/KCNC2/TAMALIN/LIN7A/RNF10/KCNA1/CNTN1/EFNB2/SLITRK1/KCTD12/GPHN/ABHD17C/CHRNB4/CHRM5/SEMA4B/GABRB3/GRIN2A/CACNG3/SHISA9/P2RX1/CACNG5/EFNB3/NLGN2/CHRNE/DLG4/GPR179/ITGA3/DCC/SYNDIG1/KCNB1/CHRNA4/LRRC4B/ACP4/ABHD17A/GRIN2D/CACNG7/CACNG8/DNM2/CACNG2/CRKL/P2RX6/SHANK3",127
"GO:0042734","presynaptic membrane","81/7054","165/19650",0.000330823275282059,0.00713633065251298,0.0061587851849502,"RIMS3/KCNJ9/KCNA2/KCNC4/EPHB2/PSEN2/NTNG1/OPRD1/ADORA3/KCNA3/CHRNB2/KCNH1/ATP2B4/OTOF/ERBB4/P2RY1/FBXO45/SCN10A/SLC6A1/ERC2/ATP2B2/SLC6A11/GABRB1/GPM6A/CDH10/CDH9/KCTD16/EXOC3/CLTB/IL31RA/SLC6A3/CNR1/GRIK2/RIMS1/STX11/GABBR1/STX1A/CHRM2/GRM3/P2RY4/ATP2B3/ADCY8/CHRNA6/RIMS2/OPRK1/STXBP1/DNM1/SYT7/STX3/SLC6A5/GRIK4/FOSL1/KCNC1/CNTN5/NECTIN1/NRXN2/PDE2A/GAD2/GPR158/ADRA2A/PI4K2A/KCNC2/KCNA1/ATP2B1/CNTN1/KCTD12/PSEN1/NPTN/GRIN2A/SLC6A2/P2RX1/EFNB3/NLGN2/ITGA3/RIMS4/SNAP25/LRRC4B/GRIN2D/SLC1A6/UNC13A/PICK1",81
"GO:0005819","spindle","189/7054","431/19650",0.000351072748884268,0.00736277570576728,0.00635421144910414,"CDC14A/FIRRM/NEK2/NSL1/KIF14/CDC7/AUNIP/KIF2C/PLK3/GPSM2/CDC20/ASPM/MAP10/MAP7D1/PTPN7/NUDC/CEP85/KLHL21/PSRC1/TMEM201/CEP350/CENPF/CDCA8/SMC6/YPEL5/FAM110C/RIF1/ALMS1/CUL3/MAPRE3/CXCR2/CKAP2L/CALM2/BIRC6/PKP4/SGO1/SPICE1/TRAT1/DYNLT2B/ARL8B/CHMP2B/POC1A/CEP19/ECT2/RASSF1/IQCB1/TBL1XR1/MAP4/KIF15/MAD2L1/AFG2A/TACC3/CENPE/HAUS3/CD180/KIF20A/NR3C1/SLC34A1/NPM1/PLK2/DIAPH1/IK/HMMR/SPDL1/CCNB1/PPP2CA/DCDC2/PKHD1/TTK/FBXO5/ACOT13/MAK/TUBB2B/TUBB2A/KIFC1/MAPK14/NEDD9/TRAPPC14/HSPB1/MAD1L1/SBDS/HEPACAM2/EMD/HAUS7/CSAG1/KIF4A/SLC25A5/UXT/GEM/NEIL2/HSF1/PPP2CB/RAD21/MTUS1/PINX1/TUBB4B/CNTRL/ODF2/PRPF19/TAF1D/CEP295/KIF18A/RPS3/CTTN/EML3/NUMA1/ATM/SAC3D1/RASSF10/CKAP5/INCENP/ANXA11/TUBB8/KIF11/CDK1/KIF20B/MYF6/DYNLL1/KNTC1/ESPL1/PLEKHG6/POC1B/DDX11/RACGAP1/PARP4/KATNAL1/MZT1/BORA/TUBGCP3/LATS2/SKA3/TPT1/CEP128/DLGAP5/HSPA2/MAP2K5/RAB11A/BUB1B/KIF23/MAPKBP1/KNSTRN/INO80/PRC1/TUBGCP5/SGF29/SEPTIN12/PLK1/ENKD1/SHCBP1/CDC6/TADA2A/FLCN/AURKB/KIF18B/NDEL1/SPAG5/SKA2/TUBG2/BIRC5/ZNF207/GIT1/KAT2A/CCDC57/HASPIN/MIS12/CSNK1D/SKA1/KATNAL2/HAUS1/CHMP1B/MAPRE2/FAM83D/MAPRE1/DSN1/TPX2/CHMP4B/AURKA/KAT14/KIF16B/MISP/KASH5/EML2/WDR62/CHMP2A/MAP1S/TUBGCP6/MYH9/LIMK2/RSPH1",189
